group,displacement_mm,peel_strength_2F_over_W_N_per_m
PTPU-10,59.04316,353.51188
PTPU-10,59.0689,353.70374
PTPU-10,59.09702,353.93474
PTPU-10,59.12608,354.11355
PTPU-10,59.15249,354.06327
PTPU-10,59.17998,354.06327
PTPU-10,59.20982,354.15268
PTPU-10,59.23603,354.32034
PTPU-10,59.26357,354.38368
PTPU-10,59.29287,354.60162
PTPU-10,59.31929,354.71714
PTPU-10,59.34741,354.84567
PTPU-10,59.37651,354.9742
PTPU-10,59.40288,355.05056
PTPU-10,59.43018,355.20332
PTPU-10,59.45937,355.35793
PTPU-10,59.48589,355.49951
PTPU-10,59.51411,355.73051
PTPU-10,59.54316,355.87022
PTPU-10,59.56977,356.02484
PTPU-10,59.59697,356.21672
PTPU-10,59.62573,356.30612
PTPU-10,59.65249,356.58927
PTPU-10,59.68076,356.66566
PTPU-10,59.70972,356.85751
PTPU-10,59.73643,356.97303
PTPU-10,59.76362,357.19097
PTPU-10,59.79253,357.3195
PTPU-10,59.81904,357.5505
PTPU-10,59.84673,357.72932
PTPU-10,59.87593,357.84483
PTPU-10,59.90249,358.07581
PTPU-10,59.92998,358.17828
PTPU-10,59.95982,358.40926
PTPU-10,59.9855,358.52475
PTPU-10,60.01367,358.70359
PTPU-10,60.04253,358.89733
PTPU-10,60.06904,359.01282
PTPU-10,60.09746,359.08921
PTPU-10,60.12646,359.15253
PTPU-10,60.15283,359.26802
PTPU-10,60.18027,359.40959
PTPU-10,60.20918,359.47294
PTPU-10,60.23574,359.58843
PTPU-10,60.26406,359.60147
PTPU-10,60.29302,359.75609
PTPU-10,60.31958,359.71696
PTPU-10,60.34692,359.78031
PTPU-10,60.37603,359.71696
PTPU-10,60.40244,359.70392
PTPU-10,60.43037,359.56235
PTPU-10,60.45962,359.49903
PTPU-10,60.48628,359.40959
PTPU-10,60.51357,359.15253
PTPU-10,60.54263,359.01282
PTPU-10,60.56909,358.69055
PTPU-10,60.59727,358.38318
PTPU-10,60.62617,357.91001
PTPU-10,60.65283,357.20401
PTPU-10,60.68013,354.29425
PTPU-10,60.70918,349.70424
PTPU-10,60.73569,347.70355
PTPU-10,60.76392,346.26918
PTPU-10,60.79277,345.05088
PTPU-10,60.81919,344.13996
PTPU-10,60.84653,343.35756
PTPU-10,60.87559,342.55095
PTPU-10,60.90303,341.91015
PTPU-10,60.93042,341.42208
PTPU-10,60.95928,340.89675
PTPU-10,60.98569,340.47389
PTPU-10,61.01572,340.19074
PTPU-10,61.04224,339.99887
PTPU-10,61.06958,339.6915
PTPU-10,61.09682,339.47356
PTPU-10,61.12524,339.16619
PTPU-10,61.15244,339.03766
PTPU-10,61.18237,338.80665
PTPU-10,61.20879,338.64086
PTPU-10,61.23521,338.60176
PTPU-10,61.26514,338.44714
PTPU-10,61.29185,338.37075
PTPU-10,61.31904,338.38379
PTPU-10,61.34878,338.37075
PTPU-10,61.37529,338.28135
PTPU-10,61.40264,338.28135
PTPU-10,61.43164,338.25526
PTPU-10,61.4583,338.29439
PTPU-10,61.48555,338.38379
PTPU-10,61.51308,338.48624
PTPU-10,61.54145,338.52537
PTPU-10,61.5689,338.57567
PTPU-10,61.59858,338.69116
PTPU-10,61.62481,338.83274
PTPU-10,61.65234,338.85882
PTPU-10,61.68227,339.11402
PTPU-10,61.70786,339.17923
PTPU-10,61.73613,339.38413
PTPU-10,61.76504,339.4866
PTPU-10,61.79136,339.67845
PTPU-10,61.81875,340.03799
PTPU-10,61.84809,340.19074
PTPU-10,61.87461,340.49997
PTPU-10,61.90191,340.78126
PTPU-10,61.93179,340.98618
PTPU-10,61.95825,341.25628
PTPU-10,61.98565,341.47425
PTPU-10,62.0146,341.72945
PTPU-10,62.04097,342.08896
PTPU-10,62.06841,342.31997
PTPU-10,62.09844,342.57517
PTPU-10,62.12495,342.92166
PTPU-10,62.1522,343.12658
PTPU-10,62.18208,343.39669
PTPU-10,62.20771,343.66493
PTPU-10,62.23594,343.87171
PTPU-10,62.26504,344.11387
PTPU-10,62.29155,344.46037
PTPU-10,62.31895,344.73047
PTPU-10,62.34878,345.03784
PTPU-10,62.37461,345.31913
PTPU-10,62.40269,345.49983
PTPU-10,62.4314,345.70472
PTPU-10,62.45815,345.93573
PTPU-10,62.48569,346.16485
PTPU-10,62.51543,346.39585
PTPU-10,62.54126,346.69204
PTPU-10,62.56944,346.98637
PTPU-10,62.59824,347.23039
PTPU-10,62.62471,347.5508
PTPU-10,62.65224,347.74268
PTPU-10,62.68208,348.02396
PTPU-10,62.70781,348.28103
PTPU-10,62.7354,348.4226
PTPU-10,62.76533,348.74301
PTPU-10,62.7917,348.88458
PTPU-10,62.81895,349.13981
PTPU-10,62.84805,349.38383
PTPU-10,62.87461,349.53845
PTPU-10,62.90205,349.76757
PTPU-10,62.93193,350.02465
PTPU-10,62.95835,350.24259
PTPU-10,62.98565,350.48664
PTPU-10,63.01548,350.80705
PTPU-10,63.04121,351.02499
PTPU-10,63.09849,351.70493
PTPU-10,63.09849,351.70493
PTPU-10,63.125,351.92287
PTPU-10,63.15234,352.25632
PTPU-10,63.18227,352.43516
PTPU-10,63.20796,352.80585
PTPU-10,63.23584,353.12812
PTPU-10,63.26509,353.42245
PTPU-10,63.29185,353.74286
PTPU-10,63.31904,354.13964
PTPU-10,63.34888,354.48613
PTPU-10,63.37461,354.90899
PTPU-10,63.40273,355.30765
PTPU-10,63.43169,355.63922
PTPU-10,63.4584,356.05092
PTPU-10,63.48565,356.51104
PTPU-10,63.51553,356.93576
