group,displacement_mm,peel_strength_2F_over_W_N_per_m
Fr-PA-10,40.17934,323.69163
Fr-PA-10,40.20654,323.57614
Fr-PA-10,40.2355,323.48671
Fr-PA-10,40.26216,323.44759
Fr-PA-10,40.29199,323.29483
Fr-PA-10,40.31846,323.1663
Fr-PA-10,40.34575,323.07689
Fr-PA-10,40.37295,322.97256
Fr-PA-10,40.402,322.9856
Fr-PA-10,40.4293,322.87011
Fr-PA-10,40.45815,322.88315
Fr-PA-10,40.48472,322.81983
Fr-PA-10,40.51216,322.7807
Fr-PA-10,40.54194,322.89619
Fr-PA-10,40.56831,322.79375
Fr-PA-10,40.5956,322.76766
Fr-PA-10,40.62456,322.7304
Fr-PA-10,40.65102,322.5497
Fr-PA-10,40.6792,322.5255
Fr-PA-10,40.70815,322.39695
Fr-PA-10,40.73467,322.31872
Fr-PA-10,40.76191,322.20509
Fr-PA-10,40.79209,322.03743
Fr-PA-10,40.81763,322.03743
Fr-PA-10,40.84556,321.87164
Fr-PA-10,40.87476,321.8586
Fr-PA-10,40.90142,321.83251
Fr-PA-10,40.92866,321.64063
Fr-PA-10,40.95855,321.66486
Fr-PA-10,40.98423,321.53819
Fr-PA-10,41.01216,321.48602
Fr-PA-10,41.04111,321.47298
Fr-PA-10,41.06777,321.38357
Fr-PA-10,41.0959,321.32025
Fr-PA-10,41.12495,321.26808
Fr-PA-10,41.15078,321.20473
Fr-PA-10,41.179,321.08924
Fr-PA-10,41.20786,320.97375
Fr-PA-10,41.23428,320.90855
Fr-PA-10,41.26245,320.92159
Fr-PA-10,41.29087,320.8061
Fr-PA-10,41.31831,320.72971
Fr-PA-10,41.34565,320.78187
Fr-PA-10,41.37451,320.74275
Fr-PA-10,41.40098,320.69061
Fr-PA-10,41.43101,320.70365
Fr-PA-10,41.45752,320.61422
Fr-PA-10,41.48486,320.55089
Fr-PA-10,41.51206,320.56394
Fr-PA-10,41.54111,320.58814
Fr-PA-10,41.56758,320.52481
Fr-PA-10,41.59751,320.40932
Fr-PA-10,41.62397,320.35716
Fr-PA-10,41.65093,320.28077
Fr-PA-10,41.67837,320.15224
Fr-PA-10,41.70757,320.08891
Fr-PA-10,41.73486,319.96038
Fr-PA-10,41.76387,319.84487
Fr-PA-10,41.79033,319.79458
Fr-PA-10,41.81748,319.71633
Fr-PA-10,41.84746,319.65301
Fr-PA-10,41.87407,319.62693
Fr-PA-10,41.90132,319.51141
Fr-PA-10,41.93032,319.37172
Fr-PA-10,41.95679,319.21709
Fr-PA-10,41.98423,319.02523
Fr-PA-10,42.01387,318.84453
Fr-PA-10,42.04014,318.60237
Fr-PA-10,42.06768,318.52412
Fr-PA-10,42.09761,318.35833
Fr-PA-10,42.12329,318.064
Fr-PA-10,42.15156,317.95969
Fr-PA-10,42.18052,317.70449
Fr-PA-10,42.20674,317.53683
Fr-PA-10,42.23408,317.41016
Fr-PA-10,42.26406,317.17916
Fr-PA-10,42.2897,317.06367
Fr-PA-10,42.31782,316.8457
Fr-PA-10,42.34687,316.64081
Fr-PA-10,42.37334,316.48619
Fr-PA-10,42.40151,316.16578
Fr-PA-10,42.43047,316.05029
Fr-PA-10,42.4562,315.7932
Fr-PA-10,42.48442,315.58831
Fr-PA-10,42.51362,315.3573
Fr-PA-10,42.54004,315.13937
Fr-PA-10,42.56816,314.8711
Fr-PA-10,42.59653,314.53767
Fr-PA-10,42.62295,314.29362
Fr-PA-10,42.65107,313.92293
Fr-PA-10,42.68018,313.66584
Fr-PA-10,42.70659,313.20386
Fr-PA-10,42.73413,312.82012
Fr-PA-10,42.76308,312.48667
Fr-PA-10,42.79058,311.97255
Fr-PA-10,42.81777,311.61487
Fr-PA-10,42.84649,311.07652
Fr-PA-10,42.87324,310.74307
Fr-PA-10,42.90342,310.37049
Fr-PA-10,42.92979,309.97372
Fr-PA-10,42.95713,309.69057
Fr-PA-10,42.98442,309.28073
Fr-PA-10,43.01323,308.9864
Fr-PA-10,43.0397,308.61385
Fr-PA-10,43.06973,308.16491
Fr-PA-10,43.09619,307.6787
Fr-PA-10,43.12349,307.19063
Fr-PA-10,43.15073,306.78082
Fr-PA-10,43.17979,306.31883
Fr-PA-10,43.20703,305.87175
Fr-PA-10,43.23594,305.47311
Fr-PA-10,43.2625,305.07631
Fr-PA-10,43.28975,304.58827
Fr-PA-10,43.31987,304.13933
Fr-PA-10,43.3458,303.76861
Fr-PA-10,43.37295,303.2675
Fr-PA-10,43.40273,302.8316
Fr-PA-10,43.42925,302.30629
Fr-PA-10,43.45649,301.76792
Fr-PA-10,43.48638,301.20349
Fr-PA-10,43.51196,300.69122
Fr-PA-10,43.53955,299.99824
Fr-PA-10,43.56929,299.45989
Fr-PA-10,43.59595,298.75572
Fr-PA-10,43.62319,298.11492
Fr-PA-10,43.65278,297.5244
Fr-PA-10,43.67857,296.8575
Fr-PA-10,43.70635,296.20364
Fr-PA-10,43.73603,295.65225
Fr-PA-10,43.7625,295.153
Fr-PA-10,43.78989,294.54944
Fr-PA-10,43.81899,294.02413
Fr-PA-10,43.84536,293.57519
Fr-PA-10,43.87368,293.17842
Fr-PA-10,43.90264,292.80584
Fr-PA-10,43.92852,292.44816
Fr-PA-10,43.95664,292.08865
Fr-PA-10,43.98574,291.84461
Fr-PA-10,44.01211,291.62667
Fr-PA-10,44.03999,291.38448
Fr-PA-10,44.06919,291.21685
Fr-PA-10,44.09512,291.03801
Fr-PA-10,44.12324,290.82005
Fr-PA-10,44.15234,290.75487
Fr-PA-10,44.17871,290.47358
Fr-PA-10,44.20605,290.12709
Fr-PA-10,44.23584,289.89608
Fr-PA-10,44.26255,289.75637
Fr-PA-10,44.28984,289.70423
Fr-PA-10,44.3189,289.62784
Fr-PA-10,44.34536,289.48627
Fr-PA-10,44.37349,289.47322
Fr-PA-10,44.40249,289.35773
Fr-PA-10,44.42896,289.32047
Fr-PA-10,44.45869,289.29439
Fr-PA-10,44.48521,289.2292
Fr-PA-10,44.51274,289.15281
Fr-PA-10,44.53994,289.24224
Fr-PA-10,44.5688,289.06341
Fr-PA-10,44.59536,289.16585
Fr-PA-10,44.62514,289.12673
Fr-PA-10,44.65161,289.12673
Fr-PA-10,44.679,289.16585
Fr-PA-10,44.70874,289.10253
Fr-PA-10,44.73525,289.1789
Fr-PA-10,44.7625,289.19194
Fr-PA-10,44.7916,289.20498
Fr-PA-10,44.81807,289.29439
Fr-PA-10,44.84497,289.16585
Fr-PA-10,44.875,289.2292
Fr-PA-10,44.90166,289.19194
Fr-PA-10,44.92891,289.20498
Fr-PA-10,44.95796,289.21616
Fr-PA-10,44.98447,289.24224
Fr-PA-10,45.0124,289.21616
Fr-PA-10,45.04131,289.19194
Fr-PA-10,45.06802,289.1789
Fr-PA-10,45.09531,289.13977
Fr-PA-10,45.12451,289.24224
Fr-PA-10,45.15102,289.24224
Fr-PA-10,45.17915,289.26833
Fr-PA-10,45.20806,289.30743
Fr-PA-10,45.23384,289.24224
Fr-PA-10,45.26206,289.29439
Fr-PA-10,45.29107,289.2292
Fr-PA-10,45.31768,289.2292
Fr-PA-10,45.3459,289.24224
Fr-PA-10,45.37471,289.13977
Fr-PA-10,45.42861,289.13977
Fr-PA-10,45.42861,289.13977
Fr-PA-10,45.45762,289.16585
Fr-PA-10,45.48418,289.13977
Fr-PA-10,45.51231,289.12673
Fr-PA-10,45.54126,289.16585
Fr-PA-10,45.56768,289.16585
Fr-PA-10,45.59761,289.20498
Fr-PA-10,45.62407,289.2292
Fr-PA-10,45.65127,289.30743
Fr-PA-10,45.67876,289.30743
Fr-PA-10,45.70801,289.34469
Fr-PA-10,45.73442,289.35773
Fr-PA-10,45.76426,289.26833
Fr-PA-10,45.79082,289.25529
Fr-PA-10,45.81733,289.13977
Fr-PA-10,45.84536,289.02428
Fr-PA-10,45.87392,288.98702
Fr-PA-10,45.90122,288.81936
Fr-PA-10,45.92857,288.72995
Fr-PA-10,45.95752,288.62751
Fr-PA-10,45.98501,288.40954
Fr-PA-10,46.01216,288.34436
Fr-PA-10,46.04014,288.1264
Fr-PA-10,46.06768,288.08913
Fr-PA-10,46.09521,287.9606
Fr-PA-10,46.12422,287.83207
Fr-PA-10,46.15166,287.76872
Fr-PA-10,46.18056,287.64019
Fr-PA-10,46.20689,287.48558
Fr-PA-10,46.23418,287.39617
Fr-PA-10,46.26431,287.30676
Fr-PA-10,46.29077,287.10184
Fr-PA-10,46.31807,286.96027
Fr-PA-10,46.34712,286.89692
Fr-PA-10,46.37349,286.70506
Fr-PA-10,46.40083,286.61377
Fr-PA-10,46.43061,286.38279
Fr-PA-10,46.45693,286.23004
Fr-PA-10,46.48433,285.92267
Fr-PA-10,46.51353,285.57618
Fr-PA-10,46.53999,285.26881
Fr-PA-10,46.56797,284.89625
Fr-PA-10,46.59697,284.73046
Fr-PA-10,46.62339,284.47337
Fr-PA-10,46.65063,284.22935
Fr-PA-10,46.68056,284.05051
Fr-PA-10,46.7062,283.76923
Fr-PA-10,46.73442,283.61461
Fr-PA-10,46.76333,283.38363
Fr-PA-10,46.78999,283.13959
Fr-PA-10,46.81807,282.96075
Fr-PA-10,46.84678,282.69064
Fr-PA-10,46.87339,282.55093
Fr-PA-10,46.90088,282.38328
Fr-PA-10,46.92979,282.19142
Fr-PA-10,46.95718,282.04982
Fr-PA-10,46.98447,281.93433
Fr-PA-10,47.01318,281.79462
Fr-PA-10,47.03965,281.72944
Fr-PA-10,47.06968,281.61392
Fr-PA-10,47.09614,281.46117
Fr-PA-10,47.12339,281.44813
Fr-PA-10,47.15322,281.28049
Fr-PA-10,47.17969,281.24323
Fr-PA-10,47.20708,281.10166
Fr-PA-10,47.23594,281.03831
Fr-PA-10,47.2625,280.99918
Fr-PA-10,47.28979,280.83155
Fr-PA-10,47.31743,280.6788
Fr-PA-10,47.3456,280.69184
Fr-PA-10,47.37363,280.48692
Fr-PA-10,47.40254,280.42171
Fr-PA-10,47.429,280.31926
Fr-PA-10,47.45635,280.24287
Fr-PA-10,47.48623,280.14042
Fr-PA-10,47.51186,280.01189
Fr-PA-10,47.54004,279.80697
Fr-PA-10,47.56895,279.56295
Fr-PA-10,47.59556,279.39715
Fr-PA-10,47.62363,279.10097
Fr-PA-10,47.65234,278.86999
Fr-PA-10,47.67837,278.60172
Fr-PA-10,47.70669,278.32043
Fr-PA-10,47.7356,278.13973
Fr-PA-10,47.76206,277.70383
Fr-PA-10,47.78955,277.35736
Fr-PA-10,47.81929,276.5377
Fr-PA-10,47.84575,275.6007
Fr-PA-10,47.87324,274.999
Fr-PA-10,47.90224,274.48673
Fr-PA-10,47.92876,274.16632
Fr-PA-10,47.95625,273.6913
Fr-PA-10,47.98565,273.31872
Fr-PA-10,48.01191,272.84558
Fr-PA-10,48.03984,272.35751
Fr-PA-10,48.06904,271.8061
Fr-PA-10,48.09556,271.15226
Fr-PA-10,48.12373,270.42203
Fr-PA-10,48.15195,269.71786
Fr-PA-10,48.17939,268.88332
Fr-PA-10,48.20644,267.98544
Fr-PA-10,48.23545,267.21609
Fr-PA-10,48.26206,266.35733
Fr-PA-10,48.29189,265.2303
Fr-PA-10,48.31831,264.19084
Fr-PA-10,48.3456,263.4867
Fr-PA-10,48.37534,262.90922
Fr-PA-10,48.40181,262.37085
Fr-PA-10,48.42842,261.87162
Fr-PA-10,48.45806,261.58845
Fr-PA-10,48.48462,261.17864
Fr-PA-10,48.51206,260.88431
Fr-PA-10,48.54204,260.65333
Fr-PA-10,48.56773,260.30684
Fr-PA-10,48.59507,260.128
Fr-PA-10,48.62481,259.91006
Fr-PA-10,48.65127,259.71632
Fr-PA-10,48.67866,259.55052
PTPU-10,0.01812,2.3956
PTPU-10,0.04414,1.49958
PTPU-10,0.07217,1.589
PTPU-10,0.09854,2.37139
PTPU-10,0.12578,3.0625
PTPU-10,0.15493,3.69214
PTPU-10,0.18154,4.35717
PTPU-10,0.20894,5.01102
PTPU-10,0.23643,5.71704
PTPU-10,0.26499,6.34481
PTPU-10,0.29243,7.05083
PTPU-10,0.31987,7.70468
PTPU-10,0.34902,8.44795
PTPU-10,0.37573,8.98631
PTPU-10,0.40312,9.7035
PTPU-10,0.43198,10.28098
PTPU-10,0.45879,10.93484
PTPU-10,0.48662,11.61477
PTPU-10,0.51641,12.21647
PTPU-10,0.54214,12.87032
PTPU-10,0.57046,13.51113
PTPU-10,0.59927,14.19107
PTPU-10,0.62568,14.89708
PTPU-10,0.65317,15.52486
PTPU-10,0.68301,16.12655
PTPU-10,0.70869,16.76737
PTPU-10,0.73687,17.35789
PTPU-10,0.76587,17.9987
PTPU-10,0.79224,18.65256
PTPU-10,0.81943,19.30641
PTPU-10,0.84937,20.01243
PTPU-10,0.87505,20.66628
PTPU-10,0.90332,21.29406
PTPU-10,0.93247,21.98703
PTPU-10,0.95879,22.60177
PTPU-10,0.98604,23.25562
PTPU-10,1.01592,23.90947
PTPU-10,1.04165,24.57637
PTPU-10,1.06924,25.24326
PTPU-10,1.09907,26.02379
PTPU-10,1.125,26.75588
PTPU-10,1.15244,27.48612
PTPU-10,1.18232,28.12693
PTPU-10,1.20879,28.94844
PTPU-10,1.23589,29.57622
PTPU-10,1.26509,30.35861
PTPU-10,1.2918,30.98638
PTPU-10,1.31904,31.72965
PTPU-10,1.34883,32.44871
PTPU-10,1.37539,33.11374
PTPU-10,1.40254,33.84583
PTPU-10,1.43247,34.51273
PTPU-10,1.4583,35.256
PTPU-10,1.48643,35.88377
PTPU-10,1.51548,36.60096
PTPU-10,1.54199,37.33306
PTPU-10,1.56943,38.05025
PTPU-10,1.59917,38.74322
PTPU-10,1.62461,39.41012
PTPU-10,1.65298,40.15339
PTPU-10,1.68208,40.85754
PTPU-10,1.70859,41.61385
PTPU-10,1.73608,42.40928
PTPU-10,1.76582,43.15255
PTPU-10,1.79131,43.90886
PTPU-10,1.81963,44.65213
PTPU-10,1.84878,45.3451
PTPU-10,1.87524,46.05112
PTPU-10,1.90259,46.83165
PTPU-10,1.93252,47.53766
PTPU-10,1.95815,48.19151
PTPU-10,1.98574,48.79321
PTPU-10,2.01548,49.49923
PTPU-10,2.04189,50.28161
PTPU-10,2.06934,50.97272
PTPU-10,2.09854,51.72904
PTPU-10,2.1251,52.51143
PTPU-10,2.15229,53.24352
PTPU-10,2.18208,54.03709
PTPU-10,2.20859,54.87164
PTPU-10,2.23594,55.66521
PTPU-10,2.26592,56.48671
PTPU-10,2.2916,57.19087
PTPU-10,2.31982,57.89688
PTPU-10,2.34878,58.67927
PTPU-10,2.37549,59.44862
PTPU-10,2.40269,60.22915
PTPU-10,2.43228,60.9482
PTPU-10,2.45815,61.69147
PTPU-10,2.48652,62.4869
PTPU-10,2.51548,63.2041
PTPU-10,2.54204,63.9604
PTPU-10,2.56934,64.72976
PTPU-10,2.59907,65.57548
PTPU-10,2.62471,66.30757
PTPU-10,2.65313,67.05084
PTPU-10,2.68213,67.85746
PTPU-10,2.70859,68.66592
PTPU-10,2.73599,69.34586
PTPU-10,2.76528,70.24188
PTPU-10,2.7917,71.02427
PTPU-10,2.8189,71.89608
PTPU-10,2.84888,72.71759
PTPU-10,2.87476,73.4087
PTPU-10,2.90239,74.12775
PTPU-10,2.93228,74.8319
PTPU-10,2.95864,75.57517
PTPU-10,2.98599,76.3706
PTPU-10,3.01499,77.17907
PTPU-10,3.04155,77.99872
PTPU-10,3.06978,78.6917
PTPU-10,3.09878,79.46105
PTPU-10,3.12529,80.26766
PTPU-10,3.15259,81.1022
PTPU-10,3.18252,81.83243
PTPU-10,3.2082,82.73032
PTPU-10,3.23608,83.49967
PTPU-10,3.26533,84.31932
PTPU-10,3.29204,85.04955
PTPU-10,3.31929,85.49849
PTPU-10,3.34912,86.08901
PTPU-10,3.37485,86.81924
PTPU-10,3.40298,87.58859
PTPU-10,3.43193,88.42128
PTPU-10,3.45859,89.01179
PTPU-10,3.48594,89.75507
PTPU-10,3.51577,90.51138
PTPU-10,3.54146,91.37015
PTPU-10,3.56982,92.13949
PTPU-10,3.59868,92.88276
PTPU-10,3.625,93.69124
PTPU-10,3.65249,94.46059
PTPU-10,3.68184,95.31935
PTPU-10,3.7083,95.97321
PTPU-10,3.73569,96.74256
PTPU-10,3.76548,97.39642
PTPU-10,3.79185,98.1136
PTPU-10,3.81919,98.8457
PTPU-10,3.84834,99.52563
PTPU-10,3.87485,99.90938
PTPU-10,3.90215,100.40861
PTPU-10,3.93208,101.10159
PTPU-10,3.95854,101.7424
PTPU-10,3.98594,102.52479
PTPU-10,4.01577,103.21777
PTPU-10,4.04136,103.948
PTPU-10,4.06963,104.57578
PTPU-10,4.09893,105.11414
PTPU-10,4.12534,105.82014
PTPU-10,4.15259,106.5243
PTPU-10,4.18252,107.25639
PTPU-10,4.2082,108.02388
PTPU-10,4.23638,108.71686
PTPU-10,4.26553,109.38375
PTPU-10,4.29199,110.06368
PTPU-10,4.31934,110.74176
PTPU-10,4.34922,111.26894
PTPU-10,4.37505,111.78122
PTPU-10,4.40312,112.33262
PTPU-10,4.43184,112.8449
PTPU-10,4.45859,113.57512
PTPU-10,4.48608,114.3333
PTPU-10,4.51587,115.05049
PTPU-10,4.5416,115.87014
PTPU-10,4.56919,116.65252
PTPU-10,4.59888,117.37158
PTPU-10,4.62471,118.17819
PTPU-10,4.65244,118.98665
PTPU-10,4.68223,119.79326
PTPU-10,4.70874,120.60174
PTPU-10,4.73608,121.35805
PTPU-10,4.76519,122.21681
PTPU-10,4.79155,122.88371
PTPU-10,4.81875,123.38295
PTPU-10,4.84873,124.06288
PTPU-10,4.8752,124.49878
PTPU-10,4.90269,125.13959
PTPU-10,4.93267,125.93503
PTPU-10,4.95811,126.71742
PTPU-10,4.98633,127.52403
PTPU-10,5.01528,128.48711
PTPU-10,5.04189,129.26764
PTPU-10,5.06934,130.02396
PTPU-10,5.09917,130.76909
PTPU-10,5.12485,131.48627
PTPU-10,5.15303,132.22954
PTPU-10,5.18213,132.88341
PTPU-10,5.20864,133.56334
PTPU-10,5.23569,134.07562
PTPU-10,5.26572,134.5879
PTPU-10,5.2916,135.10203
PTPU-10,5.31973,135.67765
PTPU-10,5.34868,136.15267
PTPU-10,5.37529,136.5625
PTPU-10,5.40244,136.8829
PTPU-10,5.43228,137.34488
PTPU-10,5.4582,137.75471
PTPU-10,5.48633,138.25581
PTPU-10,5.51538,138.9227
PTPU-10,5.54194,139.49833
PTPU-10,5.56934,140.16522
PTPU-10,5.59844,140.64025
PTPU-10,5.62466,141.1786
PTPU-10,5.65225,141.79333
PTPU-10,5.68218,142.2814
PTPU-10,5.70864,142.94829
PTPU-10,5.73618,143.4997
PTPU-10,5.76509,144.11442
PTPU-10,5.79146,144.66583
PTPU-10,5.81958,145.21723
PTPU-10,5.84878,145.845
PTPU-10,5.87529,146.33306
PTPU-10,5.90269,146.87142
PTPU-10,5.93257,147.16575
PTPU-10,5.95825,147.3837
PTPU-10,5.98643,147.80656
PTPU-10,6.01538,148.35796
PTPU-10,6.0418,149.0379
PTPU-10,6.06919,149.5893
PTPU-10,6.09932,150.23011
PTPU-10,6.12495,150.85789
PTPU-10,6.15303,151.42232
PTPU-10,6.18213,152.0501
PTPU-10,6.20854,152.67787
PTPU-10,6.23589,153.25536
PTPU-10,6.26592,153.76763
PTPU-10,6.29155,154.21658
PTPU-10,6.31982,154.73071
PTPU-10,6.34878,155.26907
PTPU-10,6.37544,155.6137
PTPU-10,6.40269,156.1148
PTPU-10,6.43228,156.49855
PTPU-10,6.45815,157.02387
PTPU-10,6.48647,157.37035
PTPU-10,6.51548,157.66654
PTPU-10,6.54204,157.92176
PTPU-10,6.56934,158.2552
PTPU-10,6.59839,158.79356
PTPU-10,6.62485,159.20339
PTPU-10,6.65239,159.6784
PTPU-10,6.68223,160.05098
PTPU-10,6.70811,160.51109
PTPU-10,6.73569,160.87062
PTPU-10,6.76558,161.25623
PTPU-10,6.79194,161.51143
PTPU-10,6.81919,161.76851
PTPU-10,6.84912,162.11499
PTPU-10,6.87485,162.33294
PTPU-10,6.90312,162.61423
PTPU-10,6.93223,162.94768
PTPU-10,6.95859,163.16563
PTPU-10,6.98584,163.44692
PTPU-10,7.01572,163.73007
PTPU-10,7.0415,164.05047
PTPU-10,7.06973,164.25539
PTPU-10,7.09873,164.43422
PTPU-10,7.12529,164.73041
PTPU-10,7.15254,164.87012
PTPU-10,7.18252,165.05082
PTPU-10,7.20815,165.2427
PTPU-10,7.23613,165.47368
PTPU-10,7.26528,165.62643
PTPU-10,7.29199,165.79409
PTPU-10,7.31929,165.69164
PTPU-10,7.34912,165.83321
PTPU-10,7.37485,165.999
PTPU-10,7.40283,166.10146
PTPU-10,7.43193,166.20392
PTPU-10,7.45859,166.30636
PTPU-10,7.48589,166.35853
PTPU-10,7.51514,166.30636
PTPU-10,7.5416,166.22999
PTPU-10,7.56904,166.29332
PTPU-10,7.59878,166.29332
PTPU-10,7.625,166.31941
PTPU-10,7.65259,166.28029
PTPU-10,7.68174,166.20392
PTPU-10,7.70825,166.05116
PTPU-10,7.73569,165.88351
PTPU-10,7.76543,165.6786
PTPU-10,7.79165,165.35819
PTPU-10,7.81904,165.25573
PTPU-10,7.84902,164.93533
PTPU-10,7.87471,164.44726
PTPU-10,7.90225,164.15293
PTPU-10,7.93208,163.9089
PTPU-10,7.95796,163.74311
PTPU-10,7.98608,163.55124
PTPU-10,8.01499,163.3072
PTPU-10,8.04136,163.13955
PTPU-10,8.06958,162.9868
PTPU-10,8.09873,162.8713
PTPU-10,8.12461,162.88434
PTPU-10,8.15264,162.58816
PTPU-10,8.18164,162.24353
PTPU-10,8.20806,162.28079
PTPU-10,8.23623,162.3199
PTPU-10,8.26528,162.42236
PTPU-10,8.29194,162.46148
PTPU-10,8.31934,162.55089
PTPU-10,8.34829,162.56393
PTPU-10,8.37495,162.66639
PTPU-10,8.40234,162.61423
PTPU-10,8.43125,162.42236
PTPU-10,8.45796,162.3702
PTPU-10,8.48628,162.52482
PTPU-10,8.51514,162.72973
PTPU-10,8.5417,162.85826
PTPU-10,8.56987,162.80611
PTPU-10,8.5978,162.9216
PTPU-10,8.62515,162.9216
PTPU-10,8.65264,163.15259
PTPU-10,8.68164,163.32024
PTPU-10,8.70815,163.67791
PTPU-10,8.73828,163.99832
PTPU-10,8.76489,164.35784
PTPU-10,8.79204,164.44726
PTPU-10,8.81924,164.54972
PTPU-10,8.84839,164.98562
PTPU-10,8.8749,165.35819
PTPU-10,8.90488,165.63947
PTPU-10,8.93149,166.05116
PTPU-10,8.95864,166.28029
PTPU-10,8.98594,166.58952
PTPU-10,9.01494,166.79443
PTPU-10,9.0415,166.75531
PTPU-10,9.07148,167.08876
PTPU-10,9.098,167.43524
PTPU-10,9.12529,167.79478
PTPU-10,9.15259,168.0891
PTPU-10,9.18174,168.38343
PTPU-10,9.20825,168.61442
PTPU-10,9.23784,168.92179
PTPU-10,9.2645,169.13974
PTPU-10,9.29204,169.1919
PTPU-10,9.31924,168.58834
PTPU-10,9.34824,168.56226
PTPU-10,9.37485,168.97395
PTPU-10,9.40464,169.13974
PTPU-10,9.4311,169.3074
PTPU-10,9.45859,169.43407
PTPU-10,9.48589,169.66506
PTPU-10,9.51489,169.94821
PTPU-10,9.54141,170.01154
PTPU-10,9.57148,170.12705
PTPU-10,9.59785,170.14008
PTPU-10,9.62432,170.25558
PTPU-10,9.65264,170.31891
PTPU-10,9.68174,170.30587
PTPU-10,9.7082,169.88301
PTPU-10,9.73574,169.73026
PTPU-10,9.76475,169.83272
PTPU-10,9.79116,169.89605
PTPU-10,9.81934,169.98546
PTPU-10,9.84849,170.02459
PTPU-10,9.87505,170.02459
PTPU-10,9.90239,170.12705
PTPU-10,9.93149,170.14008
PTPU-10,9.95796,170.24254
PTPU-10,9.98618,170.03763
PTPU-10,10.01523,169.69113
PTPU-10,10.04155,169.76751
PTPU-10,10.07148,169.83272
PTPU-10,10.09819,169.90908
PTPU-10,10.12534,170.03763
PTPU-10,10.15259,170.114
PTPU-10,10.18164,170.15312
PTPU-10,10.20811,170.1792
PTPU-10,10.23564,170.12705
PTPU-10,10.26484,170.12705
PTPU-10,10.29136,170.114
PTPU-10,10.31958,170.14008
PTPU-10,10.3479,170.12705
PTPU-10,10.37559,170.15312
PTPU-10,10.40278,170.1792
PTPU-10,10.43149,170.12705
PTPU-10,10.4582,170.01154
PTPU-10,10.48589,169.49927
PTPU-10,10.5148,169.49927
PTPU-10,10.54219,169.6278
PTPU-10,10.56948,169.61476
PTPU-10,10.59834,169.6278
PTPU-10,10.62476,169.51231
PTPU-10,10.65503,169.52535
PTPU-10,10.68149,169.34465
PTPU-10,10.70874,169.3074
PTPU-10,10.73604,169.06337
PTPU-10,10.76445,168.56226
PTPU-10,10.79165,167.7035
PTPU-10,10.82129,167.14091
PTPU-10,10.84795,166.83168
PTPU-10,10.87456,166.33245
PTPU-10,10.90449,165.82017
PTPU-10,10.93106,164.9614
PTPU-10,10.95811,164.65217
PTPU-10,10.98789,164.48638
PTPU-10,11.01436,164.26842
PTPU-10,11.04106,164.0896
PTPU-10,11.071,163.87165
PTPU-10,11.09746,163.75614
PTPU-10,11.12476,163.73007
PTPU-10,11.1522,163.70399
PTPU-10,11.18071,163.64065
PTPU-10,11.20801,163.69095
PTPU-10,11.2376,163.73007
PTPU-10,11.26421,163.60153
PTPU-10,11.2917,163.56242
PTPU-10,11.31894,163.56242
PTPU-10,11.34707,163.56242
PTPU-10,11.37529,163.61457
PTPU-10,11.40415,163.61457
PTPU-10,11.43057,163.61457
PTPU-10,11.45806,163.15259
PTPU-10,11.48809,162.83219
PTPU-10,11.51372,162.97376
PTPU-10,11.54189,163.06317
PTPU-10,11.57095,163.07621
PTPU-10,11.59731,163.07621
PTPU-10,11.62432,163.02406
PTPU-10,11.65439,162.97376
PTPU-10,11.68013,162.9216
PTPU-10,11.70825,162.85826
PTPU-10,11.7374,162.88434
PTPU-10,11.76377,162.76884
PTPU-10,11.79175,162.78188
PTPU-10,11.8207,162.72973
PTPU-10,11.84673,162.52482
PTPU-10,11.8749,162.21745
PTPU-10,11.90391,162.33294
PTPU-10,11.93042,162.48569
PTPU-10,11.95791,162.62727
PTPU-10,11.98711,162.71669
PTPU-10,12.01362,162.78188
PTPU-10,12.04189,162.93464
PTPU-10,12.071,163.01101
PTPU-10,12.0977,163.24201
PTPU-10,12.125,163.37054
PTPU-10,12.15396,163.58849
PTPU-10,12.18052,163.81948
PTPU-10,12.20859,163.99832
PTPU-10,12.23765,164.25539
PTPU-10,12.26431,164.39697
PTPU-10,12.2916,164.67825
PTPU-10,12.32065,164.88316
PTPU-10,12.34717,165.15328
PTPU-10,12.37544,165.3321
PTPU-10,12.40435,165.35819
PTPU-10,12.43052,165.4476
PTPU-10,12.45815,165.5128
PTPU-10,12.48735,165.39731
PTPU-10,12.51382,165.2427
PTPU-10,12.54146,165.4476
PTPU-10,12.57124,165.74193
PTPU-10,12.59678,166.03812
PTPU-10,12.6249,166.28029
PTPU-10,12.65415,166.57648
PTPU-10,12.68062,166.79443
PTPU-10,12.70796,167.04963
PTPU-10,12.73789,167.33279
PTPU-10,12.76357,167.64016
PTPU-10,12.79165,167.88418
PTPU-10,12.82056,168.23068
PTPU-10,12.84712,168.48588
PTPU-10,12.87534,168.72991
PTPU-10,12.90444,168.94786
PTPU-10,12.9311,169.25523
PTPU-10,12.9583,169.47318
PTPU-10,12.98726,169.66506
PTPU-10,13.01382,169.92213
PTPU-10,13.04204,170.14008
PTPU-10,13.07114,170.30587
PTPU-10,13.09761,170.47353
PTPU-10,13.12505,170.69148
PTPU-10,13.154,170.82001
PTPU-10,13.18062,170.95972
PTPU-10,13.20874,171.17767
PTPU-10,13.2376,171.29318
PTPU-10,13.26421,171.40867
PTPU-10,13.29175,171.3323
PTPU-10,13.32075,171.11434
